law_id: 1315, title: THE [***] WILLS AND INTESTACY REGULATION, 1799.
law_id: 79, title: The Church of Scotland Kirk Sessions Act, 1899.
law_id: 1313, title: The Chittagong Hill-tracts Regulation, 1900.
law_id: 80, title: The Prisoners Act, 1900.
law_id: 81, title: The Tolls (Army and Air-Force)Act, 1901.
law_id: 82, title: The Works of Defence Act, 1903.
law_id: 83, title: The Foreign Marriage Act, 1903.
law_id: 84, title: The Public Parks Act, 1904.
law_id: 85, title: The Smoke-Nuisances Act, 1905.
law_id: 86, title: The Code of Civil Procedure, 1908.
law_id: 87, title: The Explosive Substances Act, 1908.
law_id: 88, title: The Limitation Act, 1908.
law_id: 89, title: The Ports Act, 1908.
law_id: 90, title: The Registration Act, 1908.
law_id: 91, title: The Whipping Act, 1909.
law_id: 92, title: The Anand Marriage Act, 1909.
law_id: 93, title: The Electricity Act, 1910.
law_id: 94, title: The Patents And Designs Act, 1911.
law_id: 95, title: The Mining Settlements Act, 1912.
law_id: 99, title: The Administrator General's Act, 1913.
law_id: 97, title: The Official Trustees Act, 1913.
law_id: 101, title: The Mussalman Wakf Validating Act, 1913.
law_id: 100, title: The White Phosphorus Matches Prohibition Act, 1913.
law_id: 98, title: The Public Demands Recovery Act, 1913 (Bengal Act).
law_id: 102, title: The Destructive Insects and Pests Act, 1914.
law_id: 103, title: The Local Authorities Loans Act, 1914.
law_id: 104, title: The Medical Degrees Act, 1916.
law_id: 105, title: The Hindu Disposition of Property Act, 1916.
law_id: 106, title: The Destruction of Records Act, 1917.
law_id: 107, title: The Post Office Cash Certificates Act, 1917.
law_id: 108, title: The Cinematograph Act, 1918.
law_id: 109, title: The Usurious Loans Act, 1918.
law_id: 110, title: The Companies (Foreign Interests) Act, 1918.
law_id: 111, title: The Cotton Cloth Act, 1918.
law_id: 113, title: The Juvenile Smoking Act, 1919.
law_id: 112, title: The Local Authorities Pensions and Gratuities Act, 1919.
law_id: 114, title: The Poisons Act, 1919.
law_id: 115, title: The Cruelty to Animals Act, 1920.
law_id: 118, title: The Securities Act, 1920.
law_id: 119, title: The Charitable and Religious Trusts Act, 1920.
law_id: 120, title: The Identification of Prisoners Act, 1920.
law_id: 121, title: The Passport Act, 1920.
law_id: 117, title: The Agricultural and Sanitary Improvement Act, 1920.
law_id: 116, title: The Alluvial Lands Act, 1920.
law_id: 122, title: The Maintenance Orders Enforcement Act, 1921.
law_id: 123, title: The Amusements Tax Act, 1922.
law_id: 124, title: The Police (Incitement to Disaffection) Act, 1922.
law_id: 127, title: The Boilers Act, 1923.
law_id: 125, title: The Cotton Transport Act, 1923.
law_id: 126, title: The Mines Act, 1923.
law_id: 128, title: The Cantonments (House Accommodation) Act, 1923.
law_id: 129, title: The Naval Armament Act, 1923.
law_id: 131, title: The Cotton Cess Act, 1923.
law_id: 132, title: The Official Secrets Act, 1923.
law_id: 130, title: The Aerial Ropeways Act, 1923.
law_id: 133, title: The Cantonments Act, 1924.
law_id: 135, title: The Soldiers (Litigation) Act, 1925.
law_id: 136, title: The Provident Funds Act, 1925.
law_id: 137, title: The Carriage of Goods by Sea Act, 1925.
law_id: 134, title: The Highways Act, 1925.
law_id: 138, title: The Succession Act, 1925.
law_id: 139, title: The Naturalization Act, 1926.
law_id: 140, title: The Contempt of Courts Act, 1926.
law_id: 141, title: The Cotton Industry (Statistics) Act, 1926.
law_id: 142, title: The Legal Practitioners (Fees) Act, 1926.
law_id: 144, title: The Forest Act, 1927.
law_id: 145, title: The Lighthouse Act, 1927.
law_id: 143, title: The Vehicles Act, 1927.
law_id: 146, title: The Borstal Schools Act, 1928.
law_id: 147, title: The Hindu Inheritance (Removal of Disabilities) Act, 1928.
law_id: 148, title: The Hindu Law of Inheritance (Amendment) Act, 1929.
law_id: 149, title: The Child Marriage Restraint Act, 1929.
law_id: 150, title: The Sale of Goods Act, 1930.
law_id: 152, title: The Hindu Gains of Learning Act, 1930.
law_id: 151, title: The Lac Cess Act, 1930.
law_id: 153, title: The Mussalman Wakf Validating Act, 1930.
law_id: 155, title: The Provisional Collection of Taxes Act, 1931.
law_id: 154, title: The State Aid to Industries Act, 1931.
law_id: 156, title: The Motor Vehicles Tax Act, 1932.
law_id: 158, title: The Foreign Relations Act, 1932.
law_id: 157, title: The Partnership Act, 1932.
law_id: 159, title: The Suppression of Immoral Traffic Act, 1933.
law_id: 162, title: The Wireless Telegraphy Act, 1933.
law_id: 160, title: The Money-Lenders Act, 1933.
law_id: 161, title: The Places of Public Amusement Act, 1933.
law_id: 163, title: The Smuggling of Arms Act, 1934.
law_id: 164, title: The Sugar-Cane Act, 1934.
law_id: 165, title: The Carriage By Air Act, 1934.
law_id: 166, title: The Petroleum Act, 1934.
law_id: 167, title: The Development Act, 1935.
law_id: 169, title: The Agricultural Debtors Act, 1935.
law_id: 168, title: The Parsi Marriage and Divorce Act, 1936.
law_id: 1442, title: The Geneva Convention Implementing Act, 1936.
law_id: 170, title: The Agricultural Produce (Grading and Marking) Act, 1937.
law_id: 172, title: The Arya Marriage Validation Act, 1937.
law_id: 171, title: The Hindu Women's Rights to Property Act, 1937.
law_id: 173, title: The Muslim Personal Law (Shariat) Application Act, 1937.
law_id: 175, title: The Insurance Act, 1938.
law_id: 176, title: The Manoeuvres, Field Firing and Artillery Practice Act, 1938.
law_id: 178, title: The Cutchi Memons Act, 1938.
law_id: 174, title: The Famine Insurance Fund Act, 1937 (Bengal Act).
law_id: 179, title: The Criminal Law Amendment Act, 1938.
law_id: 177, title: The Official Receiver's Act, 1938 (Bengal Act).
law_id: 180, title: The Dissolution of Muslim Marriages Act, 1939.
law_id: 182, title: The Registration of Foreigners Act, 1939.
law_id: 183, title: The Commercial Documents Evidence Act, 1939.
law_id: 181, title: The Tanks Improvement Act, 1939 (Bengal Act)..
law_id: 1325, title: THE CHITTAGONG HILL-TRACTS LAWS REGULATION, 1939.
law_id: 184, title: The Trade Marks Act, 1940.
law_id: 187, title: The Excess Profits Tax Act, 1940.
law_id: 188, title: The Drugs Act, 1940.
law_id: 189, title: The Agricultural Produce Cess Act, 1940.
law_id: 185, title: The Jute Regulation Act, 1940 (Bengal Act).
law_id: 186, title: The Money-Lenders Act, 1940 (Bengal Act).
law_id: 192, title: The War Injuries Ordinance, 1941.
law_id: 191, title: The Railways (Local Authorities' Taxation) Act, 1941.
law_id: 190, title: The Raw Jute Taxation Act, 1941 (Bengal Act).
law_id: 1326, title: THE CHITTAGONG HILL-TRACTS LAWS REGULATION, 1942.
law_id: 194, title: The Industrial Statistics Act, 1942.
law_id: 195, title: The Collective Fines Ordinance, 1942.
law_id: 1328, title: THE CHITTAGONG HILL-TRACTS LAWS (No. III) REGULATION, 1942.
law_id: 1329, title: THE CHITTAGONG HILL-TRACTS LAWS (No. IV) REGULATION, 1942.
law_id: 1330, title: THE CHITTAGONG HILL-TRACTS LAWS (No. V) REGULATION, 1942.
law_id: 193, title: The Criminal Law (Industrial Areas) Amendment Act, 1942 (Bengal Act).
law_id: 196, title: The Armed Forces (Special Powers) Ordinance, 1942.
law_id: 1332, title: THE MYMENSINGH PARTIALLY EXCLUDED AREAS TENANCY REGULATION, 1942..
law_id: 197, title: The Income-tax and Excess Profits Tax (Emergency) Ordinance, 1942.
law_id: 198, title: The Armed Forces (Special Powers) Extension Ordinance, 1942.
law_id: 203, title: The Enemy Agents Ordinance, 1943.
law_id: 204, title: The Standard Time (Interpretation of References) Ordinance, 1943.
law_id: 1334, title: THE CHITTAGONG HILL-TRACT LAWS REGULATIONS, 1943.
law_id: 200, title: The Reciprocity Act, 1943.
law_id: 202, title: The War Injuries (Compensation Insurance) Act, 1943.
law_id: 1344, title: THE EXCLUDED AND PARTIALLY EXCLUDED AREAS LAWS REGULATION, 1950.
law_id: 205, title: The Military Stores (Unlawful Possession) Ordinance, 1943.
law_id: 199, title: The Vagrancy Act, 1943 (Bengal Act).
law_id: 201, title: The Hindu Women's Rights to Property (Extension to Agricultural Land) Act, 1943 (Assam Act).
law_id: 1335, title: THE CHITTAGONG HILL-TRACTS LAWS (No. III) REGULATION, 1943.
law_id: 1336, title: THE CHITTAGONG HILL-TRACTS LAWS (No. IV) REGULATION, 1943.
law_id: 206, title: The Excises and Salt Act, 1944.
law_id: 208, title: The Coconut Committee Act, 1944.
law_id: 210, title: The Public Health (Emergency Provisions) Ordinance, 1944.
law_id: 207, title: The Orphanages and Widows' Homes Act, 1944 (Bengal Act).
law_id: 1491, title: The Excises and Salt Act and the Finance Act (Chittagong Hill-tracts) Regulation, 1944.
law_id: 211, title: The Criminal Law Amendment Ordinance, 1944.
law_id: 1337, title: THE CHITTAGONG HILL-TRACTS LAWS (No. II) REGULATION, 1944.
law_id: 212, title: The Post Office National Savings Certificates Ordinance, 1944.
law_id: 209, title: The Public Debt Act, 1944.
law_id: 1338, title: THE CHITTAGONG HILL-TRACTS LAWS REGULATION, 1946.
law_id: 213, title: The Oilseeds Committee Act, 1946.
law_id: 214, title: The Hindu Married Women's Right to Separate Residence and Maintenance Act, 1946.
law_id: 215, title: The Hindu Marriage Disabilities Removal Act, 1946.
law_id: 216, title: The Foreigners Act, 1946.
law_id: 218, title: The Foreign Exchange Regulation Act, 1947.
law_id: 217, title: The Prevention of Corruption Act, 1947.
law_id: 219, title: The Armed Forces (Emergency Duties) Act, 1947.
law_id: 220, title: The Business Profits Tax Act, 1947.
law_id: 221, title: The Taxation on Income (Investigation Commission) Act, 1947.
law_id: 222, title: The Riot And Civil Commotion Risks Insurance Ordinance, 1947.
law_id: 229, title: The Cantonments (Requisitioning of Immoveable Property) Ordinance, 1948.
law_id: 230, title: The Essential Personnel (Registration) Ordinance, 1948.
law_id: 223, title: The Armed Forces (Recruitment and Conditions of Service) Act, 1948.
law_id: 226, title: The Protection of Ports (Special Measures) Act, 1948.
law_id: 224, title: The United Nations (Security Council) Act, 1948.
law_id: 227, title: The United Nations (Privileges and Immunities) Act, 1948.
law_id: 225, title: The Criminal Law (Amendment) Act, 1948 (East Bengal Act).
law_id: 228, title: The Diplomatic and Consular Officers (Oaths and Fees) Act, 1948.
law_id: 232, title: The Non-Agricultural Tenancy Act, 1949 (East Bengal Act).
law_id: 235, title: The Navy (Extension of Service) Act, 1950.
law_id: 1343, title: THE PARTIALLY EXCLUDED AREAS LAWS REGULATION, 1950.
law_id: 237, title: The Army and Air Force Reserves Act, 1950.
law_id: 236, title: The Imports and Exports (Control) Act, 1950.
law_id: 234, title: The Acquisition of Waste Land Act, 1950 (East Bengal Act).
law_id: 231, title: The Development of Industries (Government Control) Act, 1949.
law_id: 233, title: The Protection and Conservation of Fish Act, 1950 (East Bengal Act).
law_id: 240, title: The National Guard Act, 1950.
law_id: 239, title: The Protective Duties Act, 1950.
law_id: 238, title: The Territorial Force Act, 1950.
law_id: 1345, title: THE CHITTAGONG HILL-TRACTS SARAIS REGULATION, 1951.
law_id: 242, title: The Citizenship Act, 1951.
law_id: 241, title: The State Acquisition and Tenancy Act, 1950 (East Bengal Act).
law_id: 246, title: The Civil Defence Act, 1952.
law_id: 247, title: The Armed Forces Nursing Service Act, 1952.
law_id: 248, title: The Army Act, 1952.
law_id: 1342, title: THE CHITTAGONG-HILL TRACTS (LAWS) REGULATION, 1952.
law_id: 243, title: The Prevention of Transfer of Property and Removal of Documents and Records Act, 1952 (East Bengal Act).
law_id: 244, title: The Service Tenants (Protection) Act, 1952 (East Bengal Act).
law_id: 245, title: The Undesirable Advertisements Control Act, 1952 (East Bengal Act).
law_id: 249, title: The Air Force (Extension of Service) Act, 1952.
law_id: 251, title: The Control of Entry Act, 1952.
law_id: 250, title: The Essential Services (Maintenance) Act, 1952.
law_id: 252, title: The Passport (Offences) Act, 1952.
law_id: 253, title: The Embankment and Drainage Act, 1952 (East Bengal Act).
law_id: 254, title: The Building Construction Act, 1952 (East Bengal Act).
law_id: 256, title: The Air Force Act, 1953.
law_id: 255, title: The Dangerous Cargoes Act, 1953.
law_id: 258, title: The Taxation Tribunal (Undisclosed Wealth) Act, 1953.
law_id: 257, title: The Town Improvement Act, 1953 (East Bengal Act).
law_id: 1356, title: THE CHITTAGONG HILL-TRACTS (TARIFF AND CUSTOMS) REGULATION, 1952.
law_id: 259, title: The Essential Articles (Price Control and Anti-Hoarding) Act, 1953 (East Bengal Act).
law_id: 260, title: The Junior Cadet Corps Act, 1953.
law_id: 1340, title: THE CHITTAGONG HILL-TRACTS (PREVENTION OF CORRUPTION) REGULATION, 1953.
law_id: 261, title: The Control of Disorderly and Dangerous Persons (Goondas) Act, 1954 (East Bengal Act).
law_id: 1357, title: THE CHITTAGONG HILL-TRACTS (LABOUR LAWS) REGULATION, 1954.
law_id: 1358, title: THE CHITTAGONG HILL-TRACTS CINEMATOGRAPH REGULATION, 1954.
law_id: 1359, title: THE CHITTAGONG HILL-TRACTS CRIMINAL LAW (INDUSTRIAL AREAS) REGULATION, 1955.
law_id: 263, title: The Commissions of Inquiry Act, 1956.
law_id: 264, title: The United Nations (Declaration of Death of Missing Persons) Act, 1956.
law_id: 1360, title: THE CHITTAGONG HILL-TRACTS (INDUSTRIAL LAWS) REGULATION, 1956.
law_id: 262, title: The Control of Essential Commodities Act, 1956 (East Pakistan Act).
law_id: 265, title: The Food (Special Courts) Act, 1956 (East Pakistan Act).
law_id: 266, title: The Law of Evidence Amendment Act, 1956 (East Pakistan Act).
law_id: 267, title: The Essential Commodities Act, 1957.
law_id: 268, title: The Animals Slaughter (Restriction) and Meat Control Act, 1957 (East Pakistan Act).
law_id: 269, title: The Finance Act, 1957 (East Pakistan Act).
law_id: 271, title: The Diplomatic Immunities (Commonwealth Countries Representatives) Act, 1957.
law_id: 270, title: The Cotton Ginning and Pressing Act, 1957 (East Pakistan Act).
law_id: 1361, title: THE CHITTAGONG HILL-TRACTS MOTOR VEHICLES REGULATION, 1957.
law_id: 274, title: The Bangladesh Small and Cottage Industries Corporation Act, 1957.
law_id: 273, title: The Film Development Corporation Act, 1957 (East Pakistan Act).
law_id: 272, title: The Cotton Act, 1957.
law_id: 1362, title: THE CHITTAGONG HILL TRACTS PETROLEUM REGULATION, 1957.
law_id: 275, title: The State Acquisition (Ad-interim Payment) Act, 1957 (East Pakistan Act).
law_id: 276, title: The State Acquisition (Bonds) Act, 1957 (East Pakistan Act).
law_id: 279, title: The Essential Services (Second) Ordinance, 1958 (East Pakistan Ordinance).
law_id: 280, title: The Undesirable Companies (Second) Ordinance, 1958 (East Pakistan Ordinance).
law_id: 281, title: The Commissions of Inquiry (Second) Ordinance, 1958 (East Pakistan Ordinance No. LI of 1958)..
law_id: 1363, title: THE CHITTAGONG HILL-TRACTS (LAND ACQUISITION) REGULATION, 1958.
law_id: 1312, title: The Chittagong Hill-tracts (Land Acquisition) Regulation, 1958.
law_id: 278, title: The Agricultural Census Act, 1958.
law_id: 277, title: The Criminal Law Amendment Act, 1958.
law_id: 282, title: The Inland Water Transport Authority Ordinance, 1958 (East Pakistan Ordinance).
law_id: 283, title: The Finance (Third) Ordinance, 1958 (East Pakistan Ordinance).
law_id: 284, title: The Sairat Mahals (Management) Ordinance, 1959 (East Pakistan Ordinance).
law_id: 285, title: The Cattle (Prevention of Trespass) Ordinance, 1959 (East Pakistan Ordinance).
law_id: 286, title: The Culturable Waste Land (Utilization) Ordinance, 1959 (East Pakistan Ordinance).
law_id: 287, title: The Hats and Bazars (Establishment and Acquisition) Ordinance, 1959 (East Pakistan Ordinance).
law_id: 288, title: The Government Fisheries (Protection) Ordinance, 1959 (East Pakistan Ordinance).
law_id: 289, title: The Private Forests Ordinance, 1959 (East Pakistan Ordinance).
law_id: 291, title: The Chittagong Development Authority Ordinance, 1959 (East Pakistan Ordinance).
law_id: 292, title: The Rent Receipt Ordinance, 1959 (East Pakistan Ordinance).
law_id: 290, title: The Claims for Maintenance (Recovery Abroad) Ordinance, 1959.
law_id: 294, title: The Chittagong Muslim Institute Ordinance, 1959 (East Pakistan Ordinance).
law_id: 295, title: The Warehouses Ordinance, 1959 (East Pakistan Ordinance).
law_id: 296, title: The Forest Industries Development Corporation Ordinance, 1959 (East Pakistan Ordinance).
law_id: 297, title: The Pure Food Ordinance, 1959 (East Pakistan Ordinance).
law_id: 293, title: The Power Alcohol Ordinance, 1959.
law_id: 298, title: The Dhanmandai Residential Zone (Termination of Lease) Ordinance, 1959 (East Pakistan Ordinance).
law_id: 1364, title: THE CHITTAGONG HILL-TRACTS EMPLOYMENT (RECORD OF SERVICES) REGULATION, 1959.
law_id: 300, title: The Tea (Control of Prices, Distribution and Movement) Ordinance, 1960.
law_id: 301, title: The Civil Aviation Ordinance, 1960.
law_id: 299, title: The Sugar (Road Development Cess) Ordinance, 1960 (East Pakistan Ordinance).
law_id: 302, title: The Probation of Offenders Ordinance, 1960.
law_id: 303, title: The Public Investments (Financial Safeguards) Ordinance, 1960.
law_id: 1365, title: THE CHITTAGONG HILL-TRACTS AERIAL ROPEWAYS REGULATION, 1960.
law_id: 304, title: The Eye Surgery (Restriction) Ordinance, 1960.
law_id: 313, title: The Khulna Development Authority Ordinance, 1961 (East Pakistan Ordinance).
law_id: 314, title: The Road Transport Corporation Ordinance, 1961 (East Pakistan Ordinance).
law_id: 305, title: The Muslim Family Laws Ordinance, 1961.
law_id: 306, title: The Chartered Accountants Ordinance, 1961.
law_id: 307, title: The Medical Colleges (Governing Bodies) Ordinance, 1961.
law_id: 315, title: The Land Dues (Rounding off to Decimal Coins) Ordinance, 1961 (East Pakistan Ordinance).
law_id: 308, title: The Notaries Ordinance, 1961.
law_id: 309, title: The Petroleum Products (Development Surcharge) Ordinance, 1961.
law_id: 316, title: The Government Educational and Training Institutions Ordinance, 1961 (East Pakistan Ordinance).
law_id: 317, title: The Agricultural University Ordinance, 1961 (East Pakistan Ordinance).
law_id: 310, title: The Navy Ordinance, 1961.
law_id: 319, title: The Engineering and Technological University Ordinance, 1961 (East Pakistan Ordinance).
law_id: 318, title: The Intermediate and Secondary Education Ordinance, 1961 (East Pakistan Ordinance).
law_id: 320, title: The Agricultural Development Corporation Ordinance, 1961 (East Pakistan Ordinance).
law_id: 311, title: The Trade Organisations Ordinance, 1961.
law_id: 312, title: The Voluntary Social Welfare Agencies (Registration and Control) Ordinance, 1961.
law_id: 321, title: The Domestic Servants' Registration Ordinance, 1961 (East Pakistan Ordinance).
law_id: 327, title: The Prevention of Interference with Aids to Navigation Ordinance, 1962 (East Pakistan Ordinance).
law_id: 326, title: The Waqfs Ordinance, 1962 (East Pakistan Ordinance).
law_id: 322, title: The Port Authorities Lands and Buildings (Recovery of Possession) Ordinance, 1962.
law_id: 328, title: The Agricultural Pests Ordinance, 1962 (East Pakistan Ordinance).
law_id: 329, title: The Society for the Prevention of Cruelty to Animals Ordinance, 1962 (East Pakistan Ordinance).
law_id: 323, title: The Industrial Development Corporation Ordinance, 1962.
law_id: 330, title: The Registration of Private Schools Ordinance, 1962 (East Pakistan Ordinance).
law_id: 324, title: The Allopathic System (Prevention of Misuse) Ordinance, 1962.
law_id: 325, title: The Jute Ordinance, 1962.
law_id: 331, title: The Diplomatic Immunities (Conferences with Commonwealth Countries) Act, 1963.
law_id: 332, title: The Cantonments Rent Restriction Act, 1963.
law_id: 333, title: The Indecent Advertisements Prohibition Act, 1963.
law_id: 335, title: The Services (Temporary Powers) Ordinance, 1963 (East Pakistan Ordinance).
law_id: 334, title: The Censorship of Films Act, 1963.
law_id: 336, title: The Chittagong Development Authority (Land Acquisition Validation) Ordinance, 1963 (East Pakistan Ordinance).
law_id: 337, title: The Agricultural Produce Markets Regulation Act, 1964 (East Pakistan Act).
law_id: 338, title: The Cadet College Ordinance, 1964 (East Pakistan Ordinance).
law_id: 339, title: The Aircraft (Removal of Danger to Safety) Ordinance, 1965.
law_id: 340, title: The Naval Academy (Award of Degrees) Ordinance, 1965.
law_id: 341, title: The Reservists (Reinstatement in Civil Employment) Ordinance, 1965.
law_id: 342, title: The Control of Employment Ordinance, 1965.
law_id: 343, title: The Publication of Books (Regulation and Control) Ordinance, 1965 (East Pakistan Ordinance).
law_id: 344, title: The Carriage by Air (International Convention) Act, 1966.
law_id: 345, title: The Ex-Government Servants (Employment with Foreign Governments) (Prohibition) Act, 1966.
law_id: 346, title: The Cantonments Pure Food Act, 1966.
law_id: 349, title: The Technical Education Act, 1967 (East Pakistan Act).
law_id: 347, title: The Import of Goods (Price Equalisation Surcharge) Act, 1967.
law_id: 348, title: The Excise Duty on Minerals (Labour Welfare) Act, 1967.
law_id: 350, title: The Finance Act, 1967 (East Pakistan Act).
law_id: 351, title: The Conservator of Ports, Lands and Buildings (Recovery Of Possession) Act, 1967 (East Pakistan Act).
law_id: 352, title: The Carriage by Air (Supplementary Convention) Act, 1968.
law_id: 353, title: The Antiquities Act, 1968.
law_id: 354, title: The Customs Act, 1969.
law_id: 357, title: The Pilotage Ordinance, 1969 (East Pakistan Ordinance).
law_id: 355, title: The Securities and Exchange Ordinance, 1969.
law_id: 356, title: The Defence Services (Inquiry) (Special Provisions) Ordinance, 1969.
law_id: 358, title: The Railway Servants Benevolent Fund Ordinance, 1969 (East Pakistan Ordinance).
law_id: 359, title: The Railway Servants Group Insurance Ordinance, 1969 (East Pakistan Ordinance).
law_id: 362, title: The Control of Essential Commodities (Extension to the Chittagong Hill-Tracts) Ordinance, 1970 (East Pakistan Ordinance).
law_id: 360, title: The Monopolies and Restrictive Trade Practices (Control and Prevention) Ordinance, 1970.
law_id: 363, title: The Government and Local Authority Lands and Buildings (Recovery of Possession) Ordinance, 1970 (East Pakistan Ordinance).
law_id: 361, title: The National Service Ordinance, 1970.
law_id: 364, title: The Pesticides Ordinance, 1971.
law_id: 365, title: The Bangladesh (Collection of Taxes) Order, 1971 (Acting President's Order).
law_id: 366, title: The Bangladesh (Administration of Banks) Order, 1971 (Acting President's Order).
law_id: 368, title: The Bangladesh (Taking Over of Control and Management of Industrial and Commercial Concerns) Order, 1972 (Acting President's Order).
law_id: 426, title: The Bangladesh (Adaptation of University Laws) Ordinance, 1972.
law_id: 369, title: The Bangladesh (Administration of Financial Institutions) Order, 1972 (A.P.O.).
law_id: 370, title: The Bangladesh Law Officers Order, 1972 (President's Order).
law_id: 1310, title: Bangladesh Collaborators (Special Tribunals) Order, 1972.
law_id: 371, title: The Bangladesh Shipping Corporation Order, 1972 (President's Order).
law_id: 372, title: The Bangladesh (Legal Proceedings) Order, 1972 (President's Order).
law_id: 373, title: The Bangladesh Abandoned Property (Control, Management and Disposal) Order, 1972 (President's Order).
law_id: 374, title: The Bangladesh (Adaptation of Insurance Act) Order, 1972 (President's Order).
law_id: 375, title: The Bangladesh Bank (Demonetisation of Currency Notes) Order, 1972 (President's Order).
law_id: 376, title: The Bangladesh Constituent Assembly Members (Cessation of Membership) Order, 1972 (P.O.).
law_id: 380, title: The Bangladesh (Vesting of Property and Assets) Order, 1972 (President's Order).
law_id: 377, title: The Bangladesh Banks (Nationalisation) Order, 1972 (President's Order).
law_id: 378, title: The Bangladesh Industrial Enterprises (Nationalisation) Order, 1972 (President's Order).
law_id: 379, title: The Bangladesh Inland Water Transport Corporation Order, 1972 (President's Order).
law_id: 381, title: The Bangladesh Insurance (Emergency Provisions) Order, 1972 (President's Order).
